file_name,row,column,layer,ratio
R0.3.2002.jpeg,1500,1060,3,1.41509434
R9.25.2015.jpeg,507,334,3,1.517964072
R3.73.2016.jpeg,2100,1400,3,1.5
R3.61.2016.jpeg,1480,1000,3,1.48
R3.41.2009.jpeg,1500,1000,3,1.5
R0.29.2007.jpeg,2830,2000,3,1.415
R7.20.2009.jpeg,1500,1000,3,1.5
R5.15.2014.jpeg,3000,2000,3,1.5
R6.13.1997.jpeg,750,500,3,1.5
R4.49.2017.jpeg,800,533,3,1.500938086
R1.15.2006.jpeg,750,500,3,1.5
R8.7.2001.jpeg,609,425,3,1.432941176
R7.8.2011.jpeg,1500,1000,3,1.5
R2.45.2016.jpeg,1440,1000,3,1.44
R9.33.2008.jpeg,3000,2000,3,1.5
R2.11.2012.jpeg,1500,1000,3,1.5
R4.16.2007.jpeg,1500,1000,3,1.5
R7.60.2017.jpeg,3000,2000,3,1.5
R9.97.2016.jpeg,2067,1461,3,1.414784394
R7.79.2017.jpeg,750,500,3,1.5
R4.17.2016.jpeg,1024,691,3,1.481910275
R9.0.2017.jpeg,3000,2000,3,1.5
R8.74.2017.jpeg,3000,2000,3,1.5
R0.64.2016.jpeg,1000,707,3,1.414427157
R8.47.2016.jpeg,1000,665,3,1.503759398
R4.14.2002.jpeg,728,513,3,1.419103314
R8.34.2007.jpeg,1500,1000,3,1.5
R4.4.2014.jpeg,2100,1400,3,1.5
R1.11.2017.jpeg,3000,2000,3,1.5
R4.2.2014.jpeg,2100,1400,3,1.5
R2.41.2007.jpeg,1200,800,3,1.5
R1.56.2016.jpeg,1200,800,3,1.5
R1.46.2017.jpeg,1985,1418,3,1.399858956
R9.25.2016.jpeg,3000,2000,3,1.5
R4.13.2008.jpeg,1500,1000,3,1.5
R9.12.2011.jpeg,2100,1400,3,1.5
R3.28.2007.jpeg,750,506,3,1.482213439
R3.52.2016.jpeg,1440,960,3,1.5
R5.17.2011.jpeg,1500,1000,3,1.5
R4.26.2007.jpeg,1500,1055,3,1.421800948
R6.59.2015.jpeg,2100,1400,3,1.5
R3.116.2016.jpeg,1024,717,3,1.428172943
R9.3.2012.jpeg,1500,1000,3,1.5
R1.0.2015.jpeg,2100,1400,3,1.5
R4.63.2015.jpeg,3000,2000,3,1.5
R0.18.2015.jpeg,2400,1680,3,1.428571429
R3.17.2005.jpeg,1500,1000,3,1.5
R1.2.2011.jpeg,1500,1000,3,1.5
R1.35.2009.jpeg,2100,1400,3,1.5
R2.63.2016.jpeg,1500,1000,3,1.5
R9.19.2004.jpeg,1500,1000,3,1.5
R8.4.2006.jpeg,1500,1000,3,1.5
R0.47.2009.jpeg,1132,800,3,1.415
R0.97.2015.jpeg,2100,1400,3,1.5
R2.85.2016.jpeg,750,500,3,1.5
R7.34.2005.jpeg,1500,1000,3,1.5
R7.11.2006.jpeg,1500,1000,3,1.5
R0.14.2004.jpeg,488,350,3,1.394285714
R0.98.2015.jpeg,3000,2000,3,1.5
R5.79.2016.jpeg,999,666,3,1.5
R2.3.2007.jpeg,1032,774,3,1.333333333
R7.22.2007.jpeg,1500,1000,3,1.5
R7.3.2000.jpeg,1082,722,3,1.498614958
R8.11.1997.jpeg,2100,1400,3,1.5
R5.85.2016.jpeg,1000,707,3,1.414427157
R8.9.1998.jpeg,1000,667,3,1.499250375
